bundle	sub-24053	sub-24630	sub-24663	sub-24683	sub-24684	sub-24696	sub-24697	sub-24699	sub-24702	sub-60295	sub-PILOT02
ProjectionBrainstemDentatorubrothalamicTractlr	True	True	True	True	True	True	True	True	True	False	True
